statename,rank,hs6,val2013,val2014,val2015,val2016
Massachusetts,7,300210,369.34,366.63,508.44,583.01
Massachusetts,8,880000,580.67,714.67,699.36,566.8
Massachusetts,9,300390,283.24,454.14,511.35,566.21
Massachusetts,10,902780,348.9,393.3,386.38,388.59
Massachusetts,11,854239,380.78,488.51,445.28,388.24
Massachusetts,12,382200,347.94,344.88,341.7,364.17
Massachusetts,13,847170,331.43,284.54,240.85,342.19
Massachusetts,14,901819,427.88,419.88,346.94,337.31
Massachusetts,15,842129,166.48,210.44,285.04,333.44
Massachusetts,16,300490,509.59,341.48,222.59,314.03
Massachusetts,17,851762,390,548.69,487.49,307.32
Massachusetts,18,848690,314.1,275.96,256.59,297.19
Massachusetts,19,841191,229.78,237.6,295.49,256.67
Massachusetts,20,902139,293.68,237.59,224.13,222.06
Massachusetts,21,850440,213.51,218.51,208.69,218.37
Massachusetts,22,30622,179.92,191.17,190.39,203.62
Massachusetts,23,902790,203.58,199.57,194.24,195.2
Massachusetts,24,847989,100.17,93.77,123.82,175.77
Massachusetts,25,842199,223.06,201.38,163.93,173.87
Maryland,0,0,11746.72,12228.28,10051.8,9658.23
Maryland,0,25,5471.14,5964.24,4388.53,4418.41
Maryland,1,880212,0,189,81.01,438.43
Maryland,2,382200,295.24,295.53,337.05,399.44
Maryland,3,880000,261.78,454.4,310.42,340.08
Maryland,4,880330,176.53,129.23,273.61,307.56
Maryland,5,870324,1516.95,1539.65,809.5,302.28
Maryland,6,381519,255.82,276.98,323.79,275.51
Maryland,7,300210,79.14,293.62,268.08,260.89
Maryland,8,852610,60.32,38.96,162.12,247.9
Maryland,9,851762,600.87,610.52,357.92,190.71
Maryland,10,711311,97.26,126.75,136.68,175.62
Maryland,11,852560,36.26,51.11,68.99,170.92
Maryland,12,300490,422.67,441.48,292.35,170.01
Maryland,13,490199,162.7,149.4,153.92,138.39
Maryland,14,270112,72.68,11.99,25.59,137.71
Maryland,15,870323,722.7,655.03,215.46,135.66
Maryland,16,902750,47.22,78.99,112.99,99.43
Maryland,17,382100,127.59,126.73,110.48,91.35
Maryland,18,870190,114.6,102.51,52.46,76.31
Maryland,19,720449,124.19,96.6,51.66,72.79
Maryland,20,870590,10.44,7.6,1.77,72.11
Maryland,21,901890,131.07,93.11,70.17,68.02
Maryland,22,392690,37.35,44.11,54.43,66.41
Maryland,23,711319,42.37,59.51,62.87,62.13
Maryland,24,381590,32.67,33.89,26.4,60.47
Maryland,25,930690,42.76,57.55,28.82,58.29
Maine,0,0,2686.76,2811.06,2762.99,2875.27
Maine,0,25,1623.92,1734.75,1835.51,1980.45
Maine,1,30622,243.25,349,331.41,381.6
Maine,2,880000,152.19,111.66,266.96,315.32
Maine,3,854239,47.27,154.9,229.49,182.18
Maine,4,271121,133.86,216.6,92.4,157.09
Maine,5,481013,175.1,160.59,120.03,116.75
Maine,6,470329,191.72,99.55,133.7,110.83
Maine,7,440320,159.07,145.32,157.39,94.57
Maine,8,30214,48.82,36.06,19.33,72.71
Maine,9,481151,46.99,42.98,38.75,63.99
Maine,10,130239,2.4,2.37,7.24,54.47
Maine,11,30441,31.11,18.76,45.98,52.79
Maine,12,382200,48.63,51.78,50.04,42.44
Maine,13,902750,39.58,46.3,37.18,35.88
Maine,14,160232,25.91,27.2,25.82,32.23
Maine,15,440399,24.67,32.55,33.36,31.4
Maine,16,930591,19.17,14.38,36.35,28.35
Maine,17,300230,16.57,18.41,19.63,27.72
Maine,18,854231,45.79,30.91,23.68,25.49
Maine,19,440710,28.64,27.99,27.51,25.09
Maine,20,30821,24.61,23.6,21.12,23.98
Maine,21,481190,63.02,56.9,61.39,23.62
Maine,22,841199,12.08,10.06,12.29,22.61
Maine,23,81190,20.55,27.31,17.14,20.14
Maine,24,81040,22.84,19.98,11.75,20.07
Maine,25,720429,0.09,9.6,15.57,19.14
Michigan,0,0,59399.81,57573.11,53954.03,54713.48
Michigan,0,25,31565.5,29541.93,27603.5,28739.67
Michigan,1,870431,4554.51,3872.75,3989.8,4698.68
Michigan,2,870324,4385.73,3641,3079.4,3515.71
Michigan,3,870829,3720.59,3475.59,3077.45,3318.49
Michigan,4,870840,2209.85,1874.25,2273.23,2274.76
Michigan,5,870899,2264.21,2393.12,2250.27,2248.86
Michigan,6,870323,2706.27,1693.38,1198.09,1188.89
Michigan,7,840734,1130.44,1198.24,1040.2,1187.93
Michigan,8,700910,756.84,856.77,943.49,994.67
Michigan,9,280461,497.55,716.08,549.04,873.79
Michigan,10,870850,583.64,752.34,904.34,867.31
Michigan,11,840991,709.87,875.1,833.62,817.14
Michigan,12,271121,1931.51,2053.61,1233.68,727.56
Michigan,13,880000,892.85,765.96,669.39,725.07
Michigan,14,870894,541.09,595.39,751.39,615.02
Michigan,15,940190,442.82,481.95,466.02,559.97
Michigan,16,870421,260.43,547.97,671.94,558.76
Michigan,17,870880,698.88,610.81,575.75,552.18
Michigan,18,870333,1048.73,969.46,871.3,533.48
Michigan,19,731815,289.93,310.75,343.95,438.66
Michigan,20,850760,317.24,258.82,249.89,378.18
Michigan,21,851220,303.88,271.44,324.12,361.67
Michigan,22,391000,262,276.68,243.86,331.95
Michigan,23,870870,447.77,423,413.98,326.51
Michigan,24,392690,317.21,327.47,291.19,322.35
Michigan,25,853710,291.66,300,358.12,322.07
Minnesota,0,0,20760.14,21397.6,20016.17,19202.45
Minnesota,0,25,5961.64,6627.3,6171.58,5926.5
Minnesota,1,901839,772.96,875,863.87,810.28
Minnesota,2,880000,600.05,518.42,452.97,489.21
Minnesota,3,842199,340.71,370.94,412.35,334.04
Minnesota,4,854290,388.32,430.86,347.86,331.5
Minnesota,5,851762,341.97,322.07,332.27,297.66
Minnesota,6,391990,289.77,294.55,297.72,293.74
Minnesota,7,902190,344.35,308.12,297.33,291.89
Minnesota,8,901890,203.69,232.1,251.2,268.52
Minnesota,9,870310,382.2,359.41,269.28,217.31
Minnesota,10,900190,133.48,255.97,278.32,207.5
Minnesota,11,870321,366.8,418.06,316.42,206.29
Minnesota,12,120190,141.26,227.45,174.4,188.61
Minnesota,13,901819,109.98,133.95,170.93,187.05
Minnesota,14,470200,137.3,287.1,181.71,186.89
Minnesota,15,100590,112.11,195.56,126.47,169.82
Minnesota,16,870899,69.9,96.58,80.13,166.46
Minnesota,17,392690,106.63,130.14,139.76,158.53
Minnesota,18,230400,209.81,137.09,178.31,147.19
Minnesota,19,847989,140.77,165.48,144.76,146.66
Minnesota,20,902620,171.78,174.41,170.32,142.26
Minnesota,21,230990,82.25,100.85,128.44,142.17
Minnesota,22,900120,83.39,110.67,125.32,139.05
Minnesota,23,902750,135.62,132.36,136.58,138.67
Minnesota,24,842420,203.98,221.97,165.62,134.71
Minnesota,25,903180,92.57,128.21,129.24,130.48
Missouri,0,0,12958.22,14189.64,13647.81,13934.62
Missouri,0,25,4275.68,5288.68,5260.84,6475.05
Missouri,1,870431,1280.51,1450.89,1155.84,1542.94
Missouri,2,880000,86.43,495.54,685.82,1327.78
Missouri,3,871150,254.22,267.5,237.55,335.38
Missouri,4,300230,381.27,333.02,336.91,317.93
Missouri,5,230400,68.51,240.31,262.11,273.42
Missouri,6,100590,109.88,167.81,231.98,231.74
Missouri,7,120190,138.18,161.34,164.37,215.13
Missouri,8,410411,125,198.17,204.63,173.5
Missouri,9,210690,179.67,198.09,173.56,165.37
Missouri,10,930690,72.71,144,191.9,161.01
Missouri,11,300210,46.98,84.3,73.23,152.87
Missouri,12,293399,116.91,185.53,243.87,146.89
Missouri,13,20319,139.38,140.45,126.29,141.77
Missouri,14,220300,76.4,89.2,146.51,131.01
Missouri,15,293339,128.67,134.18,156.39,128.8
Missouri,16,880330,352.63,210.46,105.19,124.89
Missouri,17,300490,55.92,72.96,110.71,123.6
Missouri,18,382490,30.63,65.9,106.18,119.19
Missouri,19,20329,184.22,181.72,112.91,111.96
Missouri,20,260700,15.96,13.24,0,110.48
Missouri,21,850720,126.65,134.78,113.32,95.02
Missouri,22,230910,80.82,94.92,98.81,92.01
Missouri,23,490199,88.63,80.24,73.07,85.65
Missouri,24,840790,85.62,88.99,91.29,84.5
Missouri,25,870421,49.85,55.12,58.4,82.21
Mississippi,0,0,12415.15,11484.93,10848.36,10494.72
Mississippi,0,25,8309.65,7725.22,7183.71,7001.41
Mississippi,1,271019,3057.7,2970.04,2381.19,1911.88
Mississippi,2,271012,1148.95,887.92,850.02,721.35
Mississippi,3,320611,795.73,792.46,650.44,707.7
Mississippi,4,470321,512.73,468.04,471.44,449.33
Mississippi,5,870324,223.44,202.07,434.73,412.09
Mississippi,6,902131,176.52,292.48,352.19,281.82
Mississippi,7,520100,550.78,378,296.34,279.99
Mississippi,8,901890,94.57,135.85,171.84,256.96
Mississippi,9,901839,158.87,174,186.53,230.84
Mississippi,10,870431,267.85,251.01,197.35,211.31
Mississippi,11,890520,0,11.08,143,209.46
Mississippi,12,870323,270.36,192,187.27,201.4
Mississippi,13,880000,144.36,163.36,96.21,178.13
Mississippi,14,848120,66.49,149.61,137.27,157.56
Mississippi,15,854239,116.05,92.42,85.67,102.64
Mississippi,16,902110,29.91,70.27,101.5,91.36
Mississippi,17,20714,224.16,161.66,76.06,74.96
Mississippi,18,870421,0.23,0,0.78,74.82
Mississippi,19,851762,25.73,27.25,25.17,71.75
Mississippi,20,871000,0.06,0.35,0.07,67.57
Mississippi,21,480411,118.08,108.4,104.5,64.91
Mississippi,22,271311,82.79,102.49,77.76,63.03
Mississippi,23,846729,42.57,14.01,49.23,62.71
Mississippi,24,854231,91.38,80.42,63.78,60.37
Mississippi,25,290243,110.33,0,43.36,57.49
Montana,0,0,1505.8,1544.91,1404.09,1360.1
Montana,0,25,885.12,940.98,924.85,1000.89
Montana,1,240220,33.91,52.72,119.39,185.26
Montana,2,880000,14.45,22.11,19.56,96.37
Montana,3,71340,30.4,37.82,52.71,95.97
Montana,4,282550,118.23,122.43,147.66,95.54
Montana,5,848620,40.31,35.32,74.21,79.54
Montana,6,285000,60.74,84.06,67.61,62.01
Montana,7,71310,38.56,48.53,40.01,40.83
Montana,8,280461,33.2,32.42,38.93,38.43
Montana,9,252329,39.04,42.74,37.5,35.6
Montana,10,271012,84.72,63.67,26.74,35.52
Montana,11,252620,23.73,25.37,26.11,26.51
Montana,12,300290,50.94,25.25,34.54,23.43
Montana,13,71320,9.59,7.01,4.3,20.88
Montana,14,110710,17.37,14.35,12,20.05
Montana,15,270119,144.22,137.94,123.55,19.18
Montana,16,270112,74.21,85.19,0,16.7
Montana,17,848690,13.84,13.51,14.56,16.07
Montana,18,100199,17.77,40.02,12.23,13.51
Montana,19,382200,2.51,2.58,6.13,13
Montana,20,252210,0.71,9.47,16.09,12.61
Montana,21,270900,5.24,1.43,3.18,12.01
Montana,22,901849,3.76,5.03,16.19,11.13
Montana,23,190219,19.47,19.33,16.79,10.59
Montana,24,441114,7.95,8.45,9.13,10.37
Montana,25,285300,0.25,4.23,5.72,9.77
North Carolina,0,0,29347.12,31420,30201.81,30161.26
North Carolina,0,25,8687.86,10271.2,9763.83,11090.52
North Carolina,1,880000,1057.63,1199.42,1265.66,1418.49
North Carolina,2,300210,465.36,491.44,709.84,1409
North Carolina,3,300490,824.37,1174.07,960.93,1214.53
North Carolina,4,880330,86.87,140.7,524.74,993.73
North Carolina,5,240120,728.29,746.51,712.31,689.07
North Carolina,6,470321,573.54,641.43,597.38,659.41
North Carolina,7,870120,616.45,465.88,553.35,400.48
North Carolina,8,520512,452.87,457.37,386.67,329.93
North Carolina,9,854140,437.35,541.17,409.67,328.03
North Carolina,10,847590,247.77,380.83,227.34,276.92
North Carolina,11,903289,191.71,217.77,240.21,268.48
North Carolina,12,20329,302.94,376.29,245.18,262.48
North Carolina,13,854470,220.44,335.12,286.63,258.96
North Carolina,14,840820,235.42,377.87,355.8,245.78
North Carolina,15,240220,267.66,259.46,241.27,241.17
North Carolina,16,900110,265.86,225.63,210.17,240.24
North Carolina,17,842951,321.59,346.39,316.63,229.54
North Carolina,18,520513,106.21,127.59,183.6,227.22
North Carolina,19,930690,54.23,439.55,56.93,223.83
North Carolina,20,550953,273.61,274.46,273.56,222.34
North Carolina,21,381512,98.79,235.07,228.26,219.78
North Carolina,22,20714,237.13,289.49,202.11,193.61
North Carolina,23,870899,179.47,156.78,189.18,183.94
North Carolina,24,848180,212.93,194.07,213.7,179.06
North Carolina,25,280920,229.35,176.84,172.73,174.5
North Dakota,0,0,4401.7,5513.08,4026.78,5313.34
North Dakota,0,25,3365.39,4389.02,3042.86,4485.51
North Dakota,1,270900,1393.46,2372.97,1352.19,2892.61
North Dakota,2,271012,196.54,300.14,232.78,199.23
North Dakota,3,842951,274.56,296.45,248.54,175.3
North Dakota,4,220720,105.16,89.38,69.66,108.84
North Dakota,5,100199,109.98,140.72,170.36,104.11
North Dakota,6,870130,144.2,148.26,96.16,103.68
North Dakota,7,870190,163.94,144.86,94.52,93.93
North Dakota,8,100590,75.67,27.74,82.13,89.29
North Dakota,9,382600,155.87,112.07,58.34,69.99
North Dakota,10,230330,81.64,77.2,61.95,66.33
North Dakota,11,843230,123.14,69.47,55.69,63.37
North Dakota,12,290110,59.02,34.22,67.82,60.98
North Dakota,13,71340,17.61,26.09,32.23,44.28
North Dakota,14,271113,63.29,138.34,62.27,43.77
North Dakota,15,120510,28.42,27.47,44.88,42.73
North Dakota,16,71339,41.56,33.12,22.99,41.84
North Dakota,17,842952,59.66,60.26,57.4,40.09
North Dakota,18,230400,2.3,2.79,29.6,38.47
North Dakota,19,71310,44.13,40.06,37.36,37.92
North Dakota,20,110710,67.92,60.13,51.45,37.65
North Dakota,21,271019,1.16,1.47,12.68,31.89
North Dakota,22,843290,23.5,26.36,20.2,25.73
North Dakota,23,151411,62.71,27.46,11.38,24.79
North Dakota,24,120190,48.85,108.54,45.28,24.43
North Dakota,25,843139,21.1,23.46,25.01,24.28
Nebraska,0,0,7392.99,7889.68,6663.4,6380.35
Nebraska,0,25,4328.87,4891.19,4080.94,4076.54
Nebraska,1,20130,490.07,532.28,489.2,487.98
Nebraska,2,20230,321.07,433.59,376.73,378.09
Nebraska,3,100590,144.18,194.66,229.58,343.97
Nebraska,4,120190,422.04,518.22,314.91,337.87
Nebraska,5,843351,580.59,465.96,308.52,324.5
Nebraska,6,410150,258.04,313.52,258.87,255.79
Nebraska,7,842481,284.73,240.57,190.67,164.31
Nebraska,8,20329,132.76,224.73,170.03,157.86
Nebraska,9,230400,30.3,44.74,63.99,154.28
Nebraska,10,20319,142.89,142.67,146.6,144.27
Nebraska,11,901831,130.03,111.86,95.53,132.58
Nebraska,12,300230,163.73,156.79,149.52,131.98
Nebraska,13,170260,54.47,67.83,68.29,118.35
Nebraska,14,853690,58.19,122.26,174.87,114
Nebraska,15,410411,162.01,201.63,142.94,111.32
Nebraska,16,271121,404.59,476.52,173.52,99.05
Nebraska,17,20220,101.07,136.09,102.26,95.26
Nebraska,18,230990,172.74,124.88,118.4,84.27
Nebraska,19,380891,73.71,90.62,65.87,80.56
Nebraska,20,853890,37.94,88.59,188.11,74.93
Nebraska,21,20610,27.16,39.19,47.51,62.78
Nebraska,22,842490,33.7,36.2,44.83,56.97
Nebraska,23,380892,78.97,67.41,62.1,56.43
Nebraska,24,250100,0.08,28.6,48.78,54.89
Nebraska,25,50400,23.83,31.78,49.3,54.25
New Hampshire,0,0,3511.05,4233.17,4001.33,4143.02
New Hampshire,0,25,1159.72,1640.19,1813.2,2073.67
New Hampshire,1,880000,55.26,69.28,75.87,235.1
New Hampshire,2,844399,142.37,173.25,203.24,231.27
New Hampshire,3,854470,8.15,3.94,156.81,165.25
New Hampshire,4,851712,179.68,502.89,288.2,156.42
New Hampshire,5,851762,34.7,49.09,128.81,155.09
New Hampshire,6,851770,66.34,124.64,179.56,137.28
New Hampshire,7,846693,145.81,158.36,141.17,130.25
New Hampshire,8,300390,2.96,20.12,9,125.64
New Hampshire,9,841370,0.05,0.21,80.56,78.82
New Hampshire,10,711299,39.42,35.67,63.44,64.39
New Hampshire,11,392690,34.14,47.49,49.25,59.11
New Hampshire,12,844332,65.83,88.96,84.52,57.8
New Hampshire,13,900510,19.69,20.76,13.44,57.1
New Hampshire,14,845690,56.07,61.82,53.79,51.58
New Hampshire,15,930200,22.46,19.72,18.43,41.5
New Hampshire,16,901580,64.09,39.23,39.58,37.25
New Hampshire,17,853921,38.85,35.04,31.02,36.1
New Hampshire,18,853400,61.88,49.42,37,34.47
New Hampshire,19,401693,20.75,27.47,36.15,34.28
New Hampshire,20,840140,0,0.02,0.12,32.92
New Hampshire,21,901380,8.08,10.66,21.62,32.68
New Hampshire,22,854449,31.14,36.14,32.28,32.12
New Hampshire,23,901839,30.11,23.41,24.85,29.93
New Hampshire,24,180690,29.34,36.97,30.63,29.44
New Hampshire,25,870899,2.55,5.63,13.85,27.89
New Jersey,0,0,36611.87,36586.97,32063.57,31222.79
New Jersey,0,25,14158.84,14243.84,11150.11,11695.81
New Jersey,1,271019,3748.97,2882.33,1245.36,1741.99
New Jersey,2,880000,637.06,591.56,721.13,732.11
New Jersey,3,851712,313.92,695.9,655.35,653.32
New Jersey,4,711319,1321.87,1423.44,1090.21,630.95
New Jersey,5,870332,19.68,5.58,3.79,576.34
New Jersey,6,300490,498.08,529.74,552.71,554.66
New Jersey,7,711292,732.74,868.26,658.85,529.33
New Jersey,8,847180,201.26,323.9,330.73,493.35
New Jersey,9,870323,879.47,613.34,322.54,492.46
New Jersey,10,720449,931.99,754.27,471.78,476.57
New Jersey,11,330499,415.59,430.43,461.38,472.86
New Jersey,12,880330,269.2,374.02,424.28,454.81
New Jersey,13,300210,271.86,254.08,386.3,398.53
New Jersey,14,847330,108.43,196.07,275.25,396.45
New Jersey,15,711021,610.25,884.67,678.75,365.19
New Jersey,16,330300,361.92,343.72,336.66,346.1
New Jersey,17,870324,607.87,621.28,437.85,304.7
New Jersey,18,490199,379.72,380.01,322.51,297.41
New Jersey,19,330290,289.41,296.37,278.13,280.27
New Jersey,20,851762,194.88,281.45,296.94,270.16
New Jersey,21,330210,276.62,273.08,247.64,267.52
New Jersey,22,381121,324.16,342.04,279.88,255.18
New Jersey,23,711011,391.72,469.87,277.21,250.19
New Jersey,24,381512,135.87,204.71,213.47,229.99
New Jersey,25,382200,236.33,203.73,181.4,225.38
New Mexico,0,0,2726.14,3801.61,3781.25,3631.62
New Mexico,0,25,1370.38,2331.1,2715.97,2707.25
New Mexico,1,854231,789.14,836.62,1083.72,867.96
New Mexico,2,847330,10.11,495.25,795.39,668.99
New Mexico,3,852610,0,254.29,0.15,141.3
New Mexico,4,930690,13.01,65.81,43.4,109.13
New Mexico,5,851762,7.17,42.38,103.97,94.82
New Mexico,6,901890,31.72,43.16,68.36,94.68
New Mexico,7,880000,92.09,100.29,59.56,84.26
New Mexico,8,854442,3.02,17.74,39.05,63.76
New Mexico,9,848180,66.98,65.98,64.34,59.19
New Mexico,10,841330,43.19,46.89,36.43,53.54
New Mexico,11,392690,42.64,55.94,52.64,50.73
New Mexico,12,310490,26.93,15.46,23.17,43.18
New Mexico,13,847170,0.44,35.58,52.76,39.92
New Mexico,14,732690,31.82,36.18,34.44,37.29
New Mexico,15,851769,21.72,26.8,26.12,35.77
New Mexico,16,40210,18.84,8.66,30.28,35.08
New Mexico,17,381800,28.22,24.91,28.94,30.01
New Mexico,18,853690,31.83,30.84,32.9,28.49
New Mexico,19,80290,8.12,10.68,7.52,28.14
New Mexico,20,382490,17.34,6.49,19.72,26.24
New Mexico,21,350220,4,13.94,19.23,25.29
New Mexico,22,850110,20.77,17.19,19.12,23.01
New Mexico,23,710692,31.51,26.67,18.85,22.82
New Mexico,24,170230,8.37,26.12,25.79,22.1
New Mexico,25,854140,21.42,27.24,30.13,21.57
Nevada,0,0,8701.08,7691.75,8666.46,9763.16
Nevada,0,25,6551.65,5572.55,6796.15,7815.08
Nevada,1,710812,3897.04,2798.28,3941.22,4591.66
Nevada,2,950430,550.68,396.2,443.66,573.5
Nevada,3,854239,281.6,360.4,370.38,382.52
Nevada,4,260300,604.39,559.8,326.92,358.83
Nevada,5,710692,1.81,49.1,5.94,280.53
Nevada,6,710239,274.37,292.3,403.06,256.93
Nevada,7,854231,116.72,159.75,172.19,194.37
Nevada,8,903180,186.36,187.24,155.32,141.1
Nevada,9,880000,161.82,107.35,114.55,138.82
Nevada,10,711890,0.86,0.35,3.39,109.18
Nevada,11,841370,62.02,61.55,42.96,78.25
Nevada,12,90121,1.91,42.99,50.04,71.58
Nevada,13,854232,54.66,88.29,82.87,70.14
Nevada,14,851712,4.21,32.57,57.92,63.46
Nevada,15,300210,0,0.06,9.71,60.61
Nevada,16,710691,7.13,42.6,244.17,51.9
Nevada,17,854233,33.5,38.15,33.01,51.52
Nevada,18,854290,28.15,43.45,44.95,47.24
Nevada,19,854129,31.02,29.64,27.85,45.44
Nevada,20,851762,20.44,23.84,28.59,44.62
Nevada,21,711319,60.45,69.2,74.31,44.22
Nevada,22,902290,51.07,44.87,45.57,42.36
Nevada,23,854140,40.31,52.79,50.97,42.23
Nevada,24,854110,29.47,33.46,30.16,40.67
Nevada,25,848180,51.67,58.3,36.46,33.4
New York,0,0,86407.15,88834.33,83134.46,76720.21
New York,0,25,44458.3,47713.38,44889.34,41204.66
New York,1,710239,12547.56,14421.25,12656.1,12440.16
New York,2,970110,4594.73,6449.84,6976.22,6810.22
New York,3,711319,6228.27,6532.33,6004.9,5689.25
New York,4,710812,10405.94,8116.27,6753.7,5054.18
New York,5,970300,847.07,1152.14,1426.24,1372.34
New York,6,880000,1285.38,1262.28,1175.6,1059.02
New York,7,710391,869.13,981.77,1080.13,1040.93
New York,8,300220,403.84,740.14,1508.28,743.94
New York,9,710231,292.15,348.23,191.3,602.03
New York,10,851712,905.36,1118.74,915.32,591.73
New York,11,760612,510.27,569.65,574.5,535.99
New York,12,970600,531.58,545.35,611.46,513.72
New York,13,870323,1384.77,1036.35,802.93,475.41
New York,14,851762,310.12,411.67,540.79,470.69
New York,15,840820,133.06,579.31,584.8,442.29
New York,16,330300,398.42,431.2,335.91,393.37
New York,17,880330,574.14,440.21,351.14,392.23
New York,18,271121,550.25,908.48,491.85,359.54
New York,19,330499,313.41,308.17,336.7,349.1
New York,20,844399,365.91,349,341.77,337.27
New York,21,711311,128.67,97.16,77.69,331.54
New York,22,854231,173.25,226,253.64,324.05
New York,23,870829,224.2,219.27,214.77,314.21
New York,24,210690,196.93,241.18,273.88,282.9
New York,25,847590,283.91,227.38,409.71,278.54
Ohio,0,0,51048.2,52641.38,51156.63,49298.84
Ohio,0,25,18538.35,18888.55,19063.15,18738.14
Ohio,1,880000,4696.52,4395.65,4969.67,4721.14
Ohio,2,120190,1216.35,1728.52,1702.62,2078.85
Ohio,3,870324,1831.69,2123.6,1958,1915.92
Ohio,4,840734,1236.09,1197.67,1365.14,1668.71
Ohio,5,870829,1155.19,1112.13,1030.48,1072.2
Ohio,6,870323,1795.71,1302.07,1064.51,926.49
Ohio,7,870899,600.19,721.63,692.85,525.06
Ohio,8,240220,134.54,146.93,331.14,518.36
Ohio,9,870840,717.51,427.9,497.87,455.37
Ohio,10,841182,326.7,573.16,483.36,430.24
Ohio,11,340220,506.51,419.9,424.13,411.43
Ohio,12,841199,710.63,611.68,326.37,367.38
Ohio,13,300490,380.23,383.55,427.14,345.38
Ohio,14,870880,281.5,304.95,348.54,341.48
Ohio,15,401110,314.33,454.92,469.36,332.96
Ohio,16,940190,199.77,265.83,317.82,307.48
Ohio,17,870830,186.85,253.02,305.13,291.81
Ohio,18,392099,117.13,189.63,316.37,282.99
Ohio,19,840991,311.36,383.73,324.3,275.69
Ohio,20,848180,331.02,325.49,285.21,273.37
Ohio,21,961900,298.63,236.33,275.58,261.46
Ohio,22,901890,204.94,217.93,241.42,244.08
Ohio,23,401120,195.61,243.3,259.98,242.07
Ohio,24,300440,392.59,417.22,327.54,224.96
Ohio,25,870120,396.78,451.79,318.63,223.27
Oklahoma,0,0,6919.75,6308.26,5250.67,5047.88
Oklahoma,0,25,2619.17,2282.53,2059.46,2132.31
Oklahoma,1,880000,595.71,384.91,426.89,469.19
Oklahoma,2,930690,121.59,5.88,46.66,173.49
Oklahoma,3,870210,88.89,95.37,119.01,120.28
Oklahoma,4,847170,145.17,141.34,127.83,116.52
Oklahoma,5,20319,113.36,101.73,78.95,102.88
Oklahoma,6,848180,123.42,153.3,114.52,84.82
Oklahoma,7,841391,162.04,183.14,114.09,79.28
Oklahoma,8,841950,80.74,112.16,97.91,76.28
Oklahoma,9,841582,63.08,67.7,73.2,74.66
Oklahoma,10,851660,58.15,53.24,64.1,73.34
Oklahoma,11,851762,89.98,107.99,65.94,67.81
Oklahoma,12,381512,54.07,42.19,72.93,57.56
Oklahoma,13,843143,108.2,107.44,104.64,56.99
Oklahoma,14,350400,65.35,65.84,51.94,56.9
Oklahoma,15,100199,188.7,51.01,47.72,53.34
Oklahoma,16,848140,88.42,95.32,67.73,53.1
Oklahoma,17,520100,48.39,49.71,37.86,52.81
Oklahoma,18,854460,149.89,147.65,80.38,49.49
Oklahoma,19,841370,96.95,128.14,75.27,48.43
Oklahoma,20,830990,14.1,50.91,48.37,46.7
Oklahoma,21,841480,90.84,82.45,51.3,46.1
Oklahoma,22,340490,35.35,23.86,21.93,44.02
Oklahoma,23,160100,16.6,14.11,27.25,43.59
Oklahoma,24,980240,1.68,1.33,1.24,42.48
Oklahoma,25,300439,18.5,15.84,41.79,42.23
Oregon,0,0,18633.58,20888.78,20085.72,21752.61
Oregon,0,25,10526.84,12232.92,12591.7,15051.83
Oregon,1,854231,3827.39,4648.81,5409.5,6628.45
Oregon,2,848620,616.36,940.14,1153.64,1372.19
Oregon,3,870323,40.11,99.05,172.63,1164.14
Oregon,4,100199,1255.82,1590.29,930.54,991.41
Oregon,5,847150,750,896.4,976.35,753.5
Oregon,6,854239,472.83,444.71,433.93,437.46
Oregon,7,880000,502.23,535.71,454.46,408.67
Oregon,8,300210,30.43,18.98,173,364.44
Oregon,9,310420,816.82,792.28,628.37,344.04
Oregon,10,848690,106.57,130.89,187.88,253.04
Oregon,11,370242,255.6,253.78,277.81,229.97
Oregon,12,847170,195.49,287.84,265.6,227.73
Oregon,13,640690,114.82,158.01,193.22,205.73
Oregon,14,283620,37.42,2.35,110.81,200.47
Oregon,15,121490,202.18,155.85,149.5,177.39
Oregon,16,854129,110.83,154.91,151.8,174.31
Oregon,17,120190,381.55,278.13,35.29,166.15
Oregon,18,200410,123.51,134.3,129.03,159.4
Oregon,19,381800,152.38,153.47,154.59,151.87
Oregon,20,841199,101.93,92.05,125.12,146.63
Oregon,21,903090,75.85,99.91,112.94,113.32
Oregon,22,440710,166.33,175.64,115.01,97.97
Oregon,23,851762,53.26,50.68,84.29,97.71
Oregon,24,440121,83.53,99.91,106.22,93.41
Oregon,25,847330,53.59,38.81,60.18,92.43
Pennsylvania,0,0,41180.77,40410.83,39437.33,36484.39
Pennsylvania,0,25,12551.84,11238.74,11957.68,10813.6
Pennsylvania,1,270112,1999.12,1561.39,1303.56,1207.7
Pennsylvania,2,300490,640.46,676.22,1126.51,1117.11
Pennsylvania,3,880000,1045.81,1163.9,1147.48,1026.82
Pennsylvania,4,300210,319.23,368.6,474.46,888.75
Pennsylvania,5,300220,1073.61,1037.08,993.17,741.44
Pennsylvania,6,271112,168.26,226,387.86,586.51
Pennsylvania,7,871150,543.27,561.38,542.37,547.36
Pennsylvania,8,901920,410.97,430.65,415.15,444.66
Pennsylvania,9,293499,1152.48,332.56,781.18,374.78
Pennsylvania,10,847130,428.69,385.53,511.44,358.2
Pennsylvania,11,851712,140.11,340.85,616.14,352.45
Pennsylvania,12,930690,46.33,132.56,29.14,306.95
Pennsylvania,13,392690,335.63,332.94,319.73,304.6
